Link	Title	Snippet
https://www.apnews.com/92e4caccb0194dce81c4b91e1dffb66b	Flouting his own advice, Trump will take extended vacation	Aug 3, 2017 ... WASHINGTON (AP) Donald Trump once questioned the wisdom of taking vacations. What's the point? he asked. But now the president is getting ready to join the annual August exodus from the city he calls the swamp. Trump is due Friday to begin his first extended vacation from Washington since the...
https://www.apnews.com/af1a1793f61749268442ec124353de38/Senate-Republicans-slowly-turning-their-backs-on-Trump	Senate Republicans slowly turning their backs on Trump	Aug 2, 2017 ... WASHINGTON (AP) There wasn't a dramatic public break or an exact moment it happened. But step by step, Senate Republicans are turning their backs on President Donald Trump. They defeated an Obamacare repeal bill despite Trump's pleas. They're ignoring his Twitter demands that they get back...
https://www.apnews.com/2834177168694093a4baef574a1a4d59	2 huge Trump murals appear on West Bank barrier	Aug 4, 2017 ... BETHELEHEM, West Bank (AP) Two murals showing an oversized President Donald Trump have appeared on Israel's West Bank separation barrier, just yards from where the elusive artist Banksy decorated a hotel earlier this year. The new drawings popped up on the edge of Bethlehem, the...
https://www.apnews.com/290dfd4f9e364a29ba0e4d7f6e7ad9aa	Kelly wins praise across the aisle, but will Trump change?	Aug 1, 2017 ... WASHINGTON (AP) Raised voices could be heard through the thick door to the Oval Office as John Kelly then secretary of Homeland Security offered some tough talk to President Donald Trump. Kelly, a whip-cracking retired general who was sworn in as White House chief of staff on Monday, had...
https://www.apnews.com/545f5f6903e347c6bb8b85ef0c709de5	Kelly shows his clout: Scaramucci out as WH chief moves in	Aug 1, 2017 ... WASHINGTON (AP) Firmly taking charge in an unruly White House, former Gen. John Kelly moved in Monday as President Donald Trump's new chief of staff and immediately made sure that Trump's profanity-spouting new communications director was shown the door, ignominiously ousted after less...
https://www.apnews.com/b6965f186cdc49809c53645ab7cdc151	President Donald Trump says he won't stay off social media	Aug 1, 2017 ... WASHINGTON (AP) President Donald Trump may be trying for a reset in the West Wing, but he is making clear that he is not changing his twitter habit. On Twitter Tuesday, Trump said: Only the Fake News Media and Trump enemies want me to stop using Social Media (110 million people). Only way for...
https://apnews.com/c41dd9357f4843ceacde76a4d2339404	Trump awards Medal of Honor to Army medic 48 years later	Jul 31, 2017 ... WASHINGTON (AP) An Army medic who ran into danger to save wounded soldiers during a Vietnam War battle despite his own serious wounds on Monday became the first Medal of Honor recipient under President Donald Trump, 48 years after the selfless acts for which James McCloughan is now...
https://www.apnews.com/8ce4f3db48de45c0be6823cc7e66186c	Anne Tyler talks books, Baltimore and Donald Trump	Aug 3, 2017 ... NEW YORK (AP) Anne Tyler is finishing a new book and reorganizing her past . New paperback editions of The Accidental Tourist, the Pulitzer Prize-winning Breathing Lessons and 17 other Tyler novels are being issued over the next several months by Vintage Books, a paperback imprint of Penguin...
https://apnews.com/aedbaf4543ea464dbcef78491ba281b9	Boy Scouts: Top leaders didn't call Trump to praise speech	Aug 2, 2017 ... NEW YORK (AP) Faced with a firm denial from the Boy Scouts, the White House on Wednesday corrected President Donald Trump's claim in an interview that the head of the youth group called him to heap praise on a politically aggressive speech Trump delivered at the Scouts' national jamboree.
https://apnews.com/0d5486490cf94f7cb99517ed1abbf07e	Trump's new top aide assures Sessions his job is safe	Aug 2, 2017 ... NEW YORK (AP) New White House chief of staff John Kelly, in one of his first acts in his new post, called Attorney General Jeff Sessions to reassure him that his position was safe despite the recent onslaught of criticism he has taken from President Donald Trump. Kelly called Sessions on Saturday to...
