Link	Title	Snippet
https://apnews.com/8fe85ab150bd467294d0075eeb4abc45	Trump offers flag-waving optimism in visit to Harvey's path	Aug 30, 2017 ... CORPUS CHRISTI, Texas (AP) With flag-waving optimism, President Donald Trump answered Harvey's wrath Tuesday by offering in-person assurances to those in the storm zone that his.
https://apnews.com/9bff1e878fcb46f58f3f6a202984baad	House GOP eyeing $1B disaster funds cut to finance wall	Aug 30, 2017 ... WASHINGTON (AP) President Donald Trump is promising billions to help Texas rebuild from Harvey-caused epic flooding, but his Republican allies in the House are looking at cutting almost $1 billion from disaster accounts to help finance the president's border wall. The pending reduction to the Federal...
https://apnews.com/7e447bdde4c942baba793cc17a6ba95a	White House: Trump will donate $1 million to Harvey relief	Aug 31, 2017 ... WASHINGTON (AP) President Donald Trump is pledging $1 million in personal money to Harvey storm relief efforts. White House Press Secretary Sarah Huckabee Sanders made the announcement at a briefing Thursday. She said Trump is calling on reporters to help decide which specific organization...
https://www.apnews.com/ff3edeeb44c84c348a620df08481f211	Trump prepares to lift limits on military gear for police	Aug 28, 2017 ... WASHINGTON (AP) The Trump administration is preparing to restore the flow of surplus military equipment to local law enforcement agencies under a program that had been sharply curtailed amid an outcry over police use of armored vehicles and other war-fighting gear to confront protesters.
https://www.apnews.com/83e6782d48e04993a741b834771c078b	The Latest: Interior drops probe into secretary, senators	Aug 30, 2017 ... WASHINGTON (AP) The Latest on President Donald Trump and Congress (all times local):. 4:25 p.m.. The Interior Department inspector general's office has dropped an investigation into whether the Trump administration pressured Alaska GOP Sens. Lisa Murkowski and Dan Sullivan over their health...
https://apnews.com/f0566f2ac78d4436b10a2247f9b99361	No fire or fury, but muted Trump response to NKorea missile	Aug 30, 2017 ... WASHINGTON (AP) So much for North Korea's restraint. So much for President Donald Trump's threats of fire and fury. After Pyongyang's highly provocative missile test over close American ally Japan, Trump offered a surprisingly subdued response Tuesday, pulling back from his administration's...
https://www.apnews.com/c3fe3a9a1d3d4b6aa3b430d118a2fd56	Trump declines to say Russia is a security threat	Aug 28, 2017 ... WASHINGTON (AP) President Donald Trump declined Monday to tag Russia as a security threat, saying he would put "many countries" in that category instead . "I consid.
https://www.apnews.com/75dcc5340ff64da18aa095e19baf91fa	Trump eagerly confronts tricky politics of natural disasters	Aug 29, 2017 ... WASHINGTON (AP) George W. Bush never recovered from his flyover of Hurricane Katrina's devastation. Barack Obama got a bipartisan boost late in his re-election campaign for his handling of Superstorm Sandy. Now, President Donald Trump confronts the political risks and potential gains that come...
https://apnews.com/03bbe71f65c1474c999c253db75d0b9d	Trump administration slashes funds for health care sign-ups	Aug 31, 2017 ... WASHINGTON (AP) Affirming its disdain for Obamacare, the Trump administration on Thursday announced sharp cuts in programs promoting health care enrollment under the Affordable Care Act for next year. Advertising will be cut from $100 million spent on 2017 sign-ups to $10 million, said Health...
https://apnews.com/f6896860cb5d4eccbcdb49665ca0ed9b	Trump clears way for local police to obtain military gear	Aug 28, 2017 ... WASHINGTON (AP) Local police departments will soon have access to grenade launchers, high-caliber weapons and other surplus U.S. military gear after President Donald Trump signed an order Monday reviving a Pentagon program that civil rights groups say inflames tensions between officers and...
