Link	Title	Snippet
https://www.apnews.com/a6976f7528974235a46cf8b834bd2c10	The Latest: House passes $788B bill for military, wall	Jul 27, 2017 ... WASHINGTON (AP) The Latest on the House's $788 billion spending measure (all times local):. 5:20 p.m.. The House has passed a $788 billion spending bill that combines a $1.6 billion down payment for President Donald Trump's controversial border wall with Mexico with a whopping budget increase...
https://www.apnews.com/966ae4f389064b2b90d84b03d260730e	AP sources: Trump speaks to advisers about firing Sessions	Jul 25, 2017 ... WASHINGTON (AP) President Donald Trump has spoken with advisers about firing Attorney General Jeff Sessions, as he continues to rage against Sessions' decision to recuse himself from all matters related to the Russia investigation. The president's anger again bubbled into public view Monday as...
https://apnews.com/43d5866df5bb4a098edf7f496ae968d5	Trump's order: Bar all transgender troops from US military	Jul 27, 2017 ... WASHINGTON (AP) President Donald Trump abruptly declared a ban Wednesday on transgender troops serving anywhere in the U.S. military, catching the Pentagon flat-footed and unable to explain what it called Trump's guidance. His proclamation, on Twitter rather than any formal announcement,...
https://apnews.com/1d68f6ddcceb48c195b49e18b548fc1b	Trump shows the Boy Scouts how to start a political fire	Jul 25, 2017 ... CHARLESTON, W.Va. (AP) No knot-tying demonstrations. No wood-carving advice. President Donald Trump went straight to starting a fire in a speech at a national Boy Scout gathering. Parents, former Scouts and others were furious after Trump railed against his enemies, promoted his political agenda...
https://apnews.com/b56e2b342bc14a8f8517d57939cb70c7	Boy Scout leader apologizes for Trump's political rhetoric	Jul 27, 2017 ... FILE - In this Monday, July 24, 2017 file photo, President Donald Trump waves to the crowd after speaking at the 2017 National Scout Jamboree in Glen Jean, W. Va. On Thursday, July 27, 2017, Chief Scout Executive Michael Surbaugh released a statement apologizing to members of the scouting...
https://www.apnews.com/721fdd1bf86d4c9aa8b3b18c603ea60e	AP sources: US seeks to test Iran deal with more inspections	Jul 27, 2017 ... WASHINGTON (AP) The Trump administration is pushing for inspections of suspicious Iranian military sites in a bid to test the strength of the nuclear deal that President Donald Trump desperately wants to cancel, senior U.S. officials said. The inspections are one element of what is designed to be a more...
https://www.apnews.com/57704677b2b740b6a3dcd265da781215/AP-sources:-Trump-speaks-to-advisers-about-firing-Sessions	Trump cranks up heat on Sessions, says time will tell fate	Jul 26, 2017 ... WASHINGTON (AP) President Donald Trump cranked up the heat Tuesday on Attorney General Jeff Sessions, scorning him as very weak and refusing to say whether he'll fire the nation's top law enforcement officer and his onetime political ally. It was an extraordinary public rebuke, and even fellow...
https://apnews.com/6d456641af2a4ae891d0cfc830d12295	Trump announces $10 billion Foxconn plant in Wisconsin	Jul 26, 2017 ... WASHINGTON (AP) President Donald Trump said Wednesday that electronics giant Foxconn will build a $10 billion factory in Wisconsin that's expected to initially create 3000 jobs.
https://www.apnews.com/6644c922231a492da8564b94889eb910	President (bleep): TV sitcom bars use of Trump's name	Jul 25, 2017 ... LOS ANGELES (AP) President Donald Trump's name is off limits on the upcoming season of Comedy Central's "Broad City." Series creators Ilana Glazer and Abbi Jacobso.
https://www.apnews.com/2a2890373ad24407bc8905ca12e44bf3	AP Exclusive: Boy Scouts chief expected a fiery Trump speech	Jul 27, 2017 ... NEW YORK (AP) The Boy Scouts of America anticipated President Donald Trump would spark controversy with a politically tinged speech at its national jamboree in West Virginia but felt obliged to invite him out of respect for his office, its leader said Wednesday in his first public comments on the furor...
