Link	Title	Snippet
https://www.apnews.com/cb3d2c1548ca4e8e92f75d706a749f91	The Latest: Trump says US will 'probably' end NAFTA	Aug 23, 2017 ... PHOENIX (AP) The Latest on President Donald Trump's visit to Arizona (all times PDT):. 8:40 p.m.. President Donald Trump says he thinks the U.S. will end up probably terminating the North American Free Trade Agreement with Canada and Mexico at some point. Trump tells supporters at a Phoenix,...
https://apnews.com/a38845c4eb7646189147fa01122a680c	White House renews request for privacy for Trump's young son	Aug 23, 2017 ... WASHINGTON (AP) The White House on Tuesday renewed its request to the news media for privacy for President Donald Trump's young son, Barron, after a conservative news and opinio.
https://www.apnews.com/229c0285b8964ae2808e0fd5efff3468	German police seize thousands of 'Trump' ecstasy tablets	Aug 22, 2017 ... BERLIN (AP) German police say they have seized thousands of tablets of the party drug ecstasy in the shape of Donald Trump's head, a haul with an estimated street value of 39,000 euros ($45,900.) Police in Osnabrueck, in northwestern Germany, say they found the drugs while checking an...
https://www.apnews.com/8b2789699aa04f8dba2482d775f07c6e	The Latest: Trump calls for patriotism, national healing	Aug 24, 2017 ... WASHINGTON (AP) The Latest on President Donald Trump (all times EDT):. 10:30 p.m.. President Donald Trump called for patriotism and national healing as he praised veterans at an American Legion conference in Nevada Wednesday. Trump called the veterans an example of strength, courage and...
https://www.apnews.com/e6906a59b92f4d798649394a29d1ad3c	Within 24 hours, a pair of wildly different Trump speeches	Aug 24, 2017 ... RENO, Nev. (AP) It was a tale of two Trumps in the desert Southwest. Within a 24-hour span, President Donald Trump delivered one speech in which he tore into the media and members of his own party, and a second in which he called for national unity and love. The about-face seemed to reflect the...
https://www.apnews.com/d8d382a83f3b4b5f978648b3c72a7e27	Within 24 hours, a pair of wildly different Trump speeches	Aug 24, 2017 ... RENO, Nev. (AP) Over the course of 24 hours, President Donald Trump gave one speech in which he tore into the media and members of his own Republican Party, and a second urging national unity and love. The about-face seemed to reflect an internal debate between calls for moderation and his...
https://apnews.com/72b164259c124182842a51c17f8bae93	Protests turn unruly after Trump's Phoenix speech	Aug 23, 2017 ... PHOENIX (AP) A day of noisy but largely peaceful protests of President Donald Trump's speech in Phoenix turned unruly as police fired pepper spray at crowds after someone apparently lobbed rocks and bottles at officers. A haze enveloped the night sky Tuesday as protesters and police clashed...
https://www.apnews.com/fc8834555ec8437bb9a7d10718fd5586	Former CIA agent wants to buy Twitter to kick Trump off	Aug 23, 2017 ... WASHINGTON (AP) Former undercover CIA agent Valerie Plame Wilson is looking to crowdfund enough money to buy Twitter so President Donald Trump can't use it. Wilson launched the fundraiser last week, tweeting: If @Twitter executives won't shut down Trump's violence and hate, then it's up to us.
https://www.apnews.com/c1c76d4c12dc42108737818ba5f16012/Trump-blames-media-for-condemnation-of-comments-on-Virginia	Trump blames media for condemnation of comments on Virginia	Aug 23, 2017 ... PHOENIX (AP) President Donald Trump blamed the media Tuesday for the widespread condemnation of his response to a Charlottesville, Virginia, protest organized by white supremaci.
https://apnews.com/b4a7beeb3ffc4bfcab384108e1f041db	Trump commits US to fight on in Afghanistan; no speedy exit	Aug 22, 2017 ... WASHINGTON (AP) Reversing his past calls for a speedy exit, President Donald Trump recommitted the United States to the 16-year-old war in Afghanistan Monday night, declaring U.S. troops must fight to win. He pointedly declined to disclose how many more troops will be dispatched to wage...
