Link	Title	Snippet
https://apnews.com/a416461c199547ee9cd75e3cbf0aab3e	Trump to host Trump re-election fundraiser at Trump hotel	Jun 21, 2017 ... WASHINGTON (AP) President. Candidate. Businessman. Three of President Donald Trump's roles converge next week as he holds his first re-election fundraiser at his hotel in Washington. Trump can see the Trump International Hotel from the White House lawn, making it a premier and convenient...
https://apnews.com/6eef6ee955ea44e3b6c828f1d5477b7f	Trump's tease of possible Comey tapes fits familiar pattern	Jun 22, 2017 ... WASHINGTON (AP) Donald Trump said he had a secret. He dangled it on Twitter. He parried reporters' questions about it. He milked the moment, drawing out the drama for weeks. That big tease played out in 2011, when Trump promised to reveal what his private investigators had found in Hawaii about...
https://www.apnews.com/ffb1b73528f7486a9fa85c3243c99288	Trump welcomes president of Panama to White House	Jun 19, 2017 ... WASHINGTON (AP) President Donald Trump welcomed the president of Panama to the White House on Monday, pointing to the United States' role in the construction of the Panama Canal at the start of his first face-to-face meeting with the Central American leader. Trump met with Panama President...
https://www.apnews.com/1783b0ea8f2c4da898e214c735414eaf/Trump-attorney-says-president-not-under-investigation	Trump attorney says president not under investigation	Jun 19, 2017 ... WASHINGTON (AP) A member of the president's outside legal team said Sunday that Donald Trump is not under federal investigation, days after Trump appeared to confirm he was with.
https://www.apnews.com/1f321029ada24311b19695ae35a525ea	Republican Handel wins Georgia race, thanks Donald Trump	Jun 21, 2017 ... DUNWOODY, Ga. (AP) Republican Karen Handel won a nationally watched congressional election Tuesday in Georgia, and she thanked President Donald Trump after she avoided an upset that would have rocked Washington ahead of the 2018 midterm elections. Returns showed Handel, a former...
https://apnews.com/0b58728504d94e5c9ec366d3e35e7118	AP-NORC poll: Few favor Trump move to ditch Paris accord	Jun 20, 2017 ... WASHINGTON (AP) Less than one-third of Americans support President Donald Trump's decision to withdraw from the Paris climate accord, a new poll shows, and just 18 percent of respondents agree with his claim that pulling out of the international agreement to reduce carbon emissions will help the...
https://www.apnews.com/a2b500b82d5a44eeb9759ca31d0b4a33	Trump's putdown of wind energy whips up a backlash in Iowa	Jun 22, 2017 ... IOWA CITY, Iowa (AP) President Trump's putdown of wind energy at his Iowa rally was denounced Thursday across the state, which takes pride in its position as a national leader in wind generation. Trump was talking up his support for coal during his speech in Cedar Rapids on Wednesday night when...
https://apnews.com/6d80cf6e38f34a12837ad5aaae61e667	Trump signs law to make VA more accountable for vets' care	Jun 23, 2017 ... WASHINGTON (AP) President Donald Trump signed a bill into law Friday that will make it easier for the Department of Veterans Affairs to fire employees, part of a push to overhaul an agency that is struggling to serve millions of military vets. Our veterans have fulfilled their duty to our nation and now we...
