Link	Title	Snippet
https://apnews.com/9e1d087bc9d14dba9a91120d78bfef88	Trump, in break from other world leaders, digs in on coal	Mar 28, 2017 ... WASHINGTON (AP) Declaring an end to what he's called the war on coal, President Donald Trump signed an executive order Tuesday that eliminates numerous restrictions on fossil fuel production, breaking with leaders across the globe who have embraced cleaner energy sources. The order makes...
https://www.apnews.com/09f8c80ae37a441286fa22617c10cfc6	Casino mogul Phil Ruffin among Trump's closest friends	Mar 30, 2017 ... WASHINGTON (AP) Billionaire Las Vegas casino owner Phil Ruffin has never been to the White House. On Thursday, he'll have dinner there with his friend, Donald Trump. It's a lonely job, and I have been friends with him for a long time. It'll be nice to catch up, Ruffin said. Trump has had a rough few...
https://apnews.com/8086de50bbe64d29a862f7979f6a35f2	Fears for Indonesian park's rare species as Trump town rises	Mar 29, 2017 ... GUNUNG GEDE PANGRANGO, Indonesia (AP) Shrouded in mist and cloud, the twin volcanoes of the lushly forested Gunung Gede Pangrango national park are the brooding guardians of nature's last stand on teeming Java island. Indonesia's overflowing, polluted capital is a couple of hours north, and...
https://www.apnews.com/e20738a725084ecca89414454a193fe8	In Trump's White House drama, Priebus is favorite target	Mar 29, 2017 ... WASHINGTON (AP) In the behind-the-scenes drama of who's up and who's down in Donald Trump's White House, chief of staff Reince Priebus is playing a starring role.
https://apnews.com/ac0c732af81e4616b664556f78b84620	Trump, Christie pledge to combat nation's opioid addiction	Mar 29, 2017 ... WASHINGTON (AP) President Donald Trump is vowing to step up efforts to combat the nation's opioid addiction crisis, and he's tapped New Jersey Gov. Chris Christie to lead the fi.
https://apnews.com/e93d2dc4dd2b419b9695b7c454ec9c6b	A look at how Trump's moves on coal will affect the industry	Mar 28, 2017 ... BILLINGS, Mont. (AP) President Donald Trump's move to roll back Obama-era regulations aimed at curbing climate change comes as the coal industry is reeling from job losses, bankruptcies, pollution restrictions and growing competition from natural gas, wind and solar. Trump on Tuesday ordered a...
https://apnews.com/4e42f0db10dd45fe87d18dcb89dee935	Canadian court approves bid for Trump tower in Toronto	Mar 30, 2017 ... TORONTO (AP) A Canadian judge on Thursday approved the sale of the Donald Trump-branded Toronto hotel and condo tower to its main debt holder after no other bids were submitted.
https://apnews.com/ebd9736c37b84eab929434f534753878	Poll: Americans dislike GOP's, Trump's plan on health care	Mar 30, 2017 ... WASHINGTON (AP) Note to President Donald Trump and House Republicans: People really don't like your approach to overhauling America's health care. If you're hoping to revive the effort, you may want to try something different. Sixty- two percent of Americans turned thumbs down on Trump's...
https://www.apnews.com/a3cb8c0627d64281826d54d0439a080f	Worst humanitarian crisis hits as Trump slashes foreign aid	Mar 29, 2017 ... NAIROBI, Kenya (AP) The world's largest humanitarian crisis in 70 years has been declared in three African countries on the brink of famine, just as President Donald Trump's proposed foreign aid cuts threaten to pull the United States from its historic role as the world's top emergency donor. If the deep...
https://apnews.com/bfd67aecb10c4a91b9c15680e0cd1fe9	AP-NORC Poll: Most disapprove of Trump, except on economy	Mar 31, 2017 ... WASHINGTON (AP) Most Americans disapprove of Donald Trump's overall performance two months into his presidency. But they're more upbeat about at least one critical area: his handling of the economy. Nearly 6 in 10 Americans disapprove of Trump's overall performance, and about the same...
