Link	Title	Snippet
https://apnews.com/82c78d65d7464165a135541f0244b92b	Trump Jr. messaged with WikiLeaks during 2016 campaign	Nov 14, 2017 ... WASHINGTON (AP) President Donald Trump's oldest son on Monday released a series of private Twitter exchanges between himself and WikiLeaks during and after the 2016 election, including pleas from the website to publicize its leaks. Donald Trump Jr.'s release of the messages on Twitter came...
https://www.apnews.com/622cc25d1ce947bf95409dddd6b5c346	The Latest: Trump thanks Duterte for his hospitality	Nov 13, 2017 ... MANILA, Philippines (AP) The Latest on President Donald Trump's visit to Asia (all times local): 3:35 p.m. President Donald Trump is again thanking t.
https://www.apnews.com/a2c7a89828c747ed9439f60e4a89193e	Trump choosing white men as judges, highest rate in decades	Nov 13, 2017 ... WASHINGTON (AP) President Donald Trump is nominating white men to America's federal courts at a rate not seen in nearly 30 years, threatening to reverse a slow transformation toward a judiciary that reflects the nation's diversity. So far, 91 percent of Trump's nominees are white, and 81 percent are...
https://apnews.com/58fbb83643e94baaa79a2f1d99a36f04	House Dems introduce impeachment articles against Trump	Nov 15, 2017 ... WASHINGTON (AP) A half-dozen Democrats on Wednesday introduced articles of impeachment against President Donald Trump, accusing him of obstruction of justice and other offenses, in a long-shot effort that stands little chance in the Republican-led House. Indeed, the large majority of Democrats...
https://www.apnews.com/1bbb20ea84244df4a7aae1b7522e4906	Trump's handshake challenge: He grimaces, grins, grips	Nov 13, 2017 ... MANILA, Philippines (AP) He grimaced. He grinned. He gripped. President Donald Trump is known for his long, at times aggressive, handshakes with world leaders. But at an international summit in the Philippines on Monday, he struggled briefly with a different kind of handshake. The Association of...
https://apnews.com/6a54a956998740f98997fc6461f7d132	Trump: 'I'm with our agencies' on Russian election meddling	Nov 12, 2017 ... HANOI, Vietnam (AP) President Donald Trump on Sunday said he believes U.S. intelligence agencies, which have concluded that Russia meddled in the 2016 U.S. presidential election. But Trump also said he believes Russian President Vladimir Putin is sincere when he says Russia didn't interfere.
https://apnews.com/4b04d15c1cf345d89de50dd39e98d5f2	Could anyone stop Trump from launching nukes? The answer: No	Nov 13, 2017 ... WASHINGTON (AP) Here's a question rarely raised before Donald Trump ran for the White House: If the president ordered a pre-emptive nuclear strike, could anyone stop him? The answer is no. Not the Congress. Not his secretary of defense. And by design, not the military officers who would be...
https://www.apnews.com/b80898ffcbab4b0e9bff0433674d9c9a/Trump:-China-agrees-NKorea-nuclear-weapon-freeze-not-enough	Trump: China agrees NKorea nuclear weapon freeze not enough	Nov 15, 2017 ... WASHINGTON (AP) President Donald Trump said Wednesday that the U.S. and China agree that North Korea cannot just freeze its nuclear weapons program in exchange for concessions a.
https://www.apnews.com/31d095897fc6432a804c518b30666424/As-sex-scandals-topple-the-powerful:-Why-not-Trump	As sex scandals topple the powerful: Why not Trump?	Nov 17, 2017 ... WASHINGTON (AP) You can do anything, Donald Trump once boasted, speaking of groping and kissing unsuspecting women. Maybe he could, but not everyone can. The candidate who openly bragged about grabbing women's private parts but denied he really did so was elected president...
https://www.apnews.com/511b6ac4f6204bd0a1637baad308c652/Appeals-court-allows-partial-enforcement-of-Trump-travel-ban	Appeals court allows partial enforcement of Trump travel ban	Nov 14, 2017 ... SEATTLE (AP) On the same day a federal appeals court allowed part of President Donald Trump's travel ban to take effect, advocacy groups filed a new lawsuit Monday challenging t.
