Link	Title	Snippet
https://www.apnews.com/2662c9423c814f7486064d12123e8180	President Donald Trump	Oct 5, 2017 ... LAS VEGAS (AP) Solemn in the face of tragedy, President Donald Trump visited hospital bedsides and a vital police base in stricken Las Vegas on Wednesday, offering prayers and condolences to the victims of Sunday night's shooting massacre, along with the nation's thanks to first responders and...
https://www.apnews.com/e726f1c5747b434a912a3a896d6a4fbe	Nuke deal hangs in balance as Trump plans Iran policy speech	Oct 4, 2017 ... WASHINGTON (AP) President Donald Trump could announce his secret decision on the future of the Iran nuclear deal next week. U.S. officials familiar with the president's planning said Wednesday he is preparing to deliver an Iran policy speech in which he is expected to declare the landmark 2015...
https://apnews.com/2055da43223a456e8ad635a22348fafc	Trump sees 'miracle' Puerto Rico survival, ignores critics	Oct 4, 2017 ... SAN JUAN, Puerto Rico (AP) Touring a small slice of Hurricane Maria's devastation, President Donald Trump congratulated Puerto Rico on Tuesday for escaping the higher death toll of a real catastrophe like Katrina and heaped praise on the relief efforts of his administration without mentioning the...
https://apnews.com/4618c08e4de94347b67caa4104e19d5a	AP-NORC Poll: Low marks for Trump's Puerto Rico response	Oct 4, 2017 ... WASHINGTON (AP) Americans are more likely to disapprove than approve of President Donald Trump's handling of the Puerto Rico hurricane relief effort. According to a poll by the Associated Press-NORC Center for Public Affairs Research, just 32 percent approve of how Trump is handling disaster...
https://www.apnews.com/b65b8810738b457a81adec4be7006a65/Trump,-during-photo-shoot,-talks-of-'calm-before-the-storm'	Trump, during photo shoot, talks of 'calm before the storm'	Oct 6, 2017 ... WASHINGTON (AP) President Donald Trump delivered a foreboding message Thursday night, telling reporters as he posed for photos with his senior military leaders that this might be the calm before the storm. White House reporters were summoned suddenly Thursday evening and told the president...
https://apnews.com/9d635fbd5b4d4998a7938dd9596759f7	In book, Ivana Trump relives divorce from future president	Oct 6, 2017 ... NEW YORK (AP) A new book from Donald Trump's first wife pulls back the curtain on a tumultuous period of the president's life, including the messy divorce that was splashed across New York's tabloids for weeks. Ivana Trump, who was married to the real estate magnate from 1977 to 1992, writes in...
https://apnews.com/02e5d88f91124a9bafbb0912cfccc40b	AP source: Mueller team questions ex-spy on Trump dossier	Oct 6, 2017 ... WASHINGTON (AP) Special counsel Robert Mueller's team of investigators has recently spoken with a former British spy who compiled a dossier of allegations about President Donald Trump's ties to Russia, according to a person familiar with the investigation. The meeting with Christopher Steele took...
https://apnews.com/d3cc57ca052c4e849703b9ca997d369f	Report: Trump-tied lobbyists cash in on their connections	Oct 5, 2017 ... WASHINGTON (AP) The day after the presidential election, the Washington lobbying firm Brownstein Hyatt Farber Schreck touted its Republican team's significant relationships ... with those who will steer the incoming Trump administration. It highlighted Marc Lampkin, managing partner of its...
https://www.apnews.com/c69ef30881a341ee93540c7372a3fd6f	Emails show U-Michigan president no fan of Trump	Oct 4, 2017 ... DETROIT (AP) University of Michigan President Mark Schlissel found it "ironic" that students who supported President Donald Trump felt shunned on campus after the election and s.
https://www.apnews.com/e942be4512d6402fb94a6291d1b00fae/Kobach-plan-for-Trump-included-federal-voting-laws-changes	Kobach plan for Trump included federal voting laws changes	Oct 6, 2017 ... TOPEKA, Kan. (AP) A Kansas official who later became vice chairman of President Donald Trump's commission on election fraud drafted a proposal for Trump to change federal voter registration laws to promote proof-of-citizenship requirements by states, an unsealed federal court document showed...
