Link	Title	Snippet
https://apnews.com/c113029cef374b29b22e0d836f41a1ef	With Trump's win in China, will Trump toilets get flushed?	Feb 14, 2017 ... SHANGHAI (AP) There's a Trump toilet, a Trump condom, a Trump pacemaker and even a Trump International Hotel among hundreds of trademarks in China that don't belong to Donald Trump. But after a decade of grinding battle in China's courts, the president was expected to get an unlikely win this...
https://www.apnews.com/60a22e93df684f0ebaaaec63e5e68147	Trump, in unprecedented fashion for a president, rips press	Feb 17, 2017 ... WASHINGTON (AP) The leaks are real. But the news about them is fake. The White House is a fine-tuned machine. Russia is a ruse. For its stunning moments and memorable one-liners, Donald Trump's first solo news conference as president has no rivals in recent memory. For all the trappings of the...
https://apnews.com/553ff88b430a4334868105f7a943b912	Congress blocks rule barring mentally impaired from guns	Feb 15, 2017 ... WASHINGTON (AP) Congress on Wednesday sent President Donald Trump legislation blocking an Obama-era rule designed to keep guns out of the hands of certain mentally disabled people. On a vote of 57-43, the Senate backed the resolution, just one of several early steps by the Republican-led...
https://apnews.com/0795b34ac17f4681934e31c07b442696	Trump national security adviser Michael Flynn resigns	Feb 14, 2017 ... WASHINGTON (AP) President Donald Trump's embattled national security adviser Michael Flynn resigned late Monday night, following reports that he had misled Vice President Mike Pence and other officials about his contacts with Russia. His departure upends Trump's senior team after less than one...
https://apnews.com/bf3e544f658944969a0af78d34a9abea	Trump toilets, condoms could be flushed after his China win	Feb 14, 2017 ... SHANGHAI (AP) President Donald Trump's triumph in the fight to wrest back his brand for construction services in China could spell the end of more than 225 Trump-related marks h.
https://apnews.com/04774a2fb13449cd88f9c3509f55bef6	The Latest: Senators ask attorney general, FBI for briefing	Feb 15, 2017 ... WASHINGTON (AP) The Latest on President Donald Trump (all times EST):. 6: 45 p.m.. The top Republican and Democrat on the Senate Judiciary Committee are asking the attorney general and FBI director for a briefing on the resignation of National Security Adviser Michael Flynn. Sen. Charles...
https://www.apnews.com/0fe7d29c77d14469b5b5743710dc1881	Trump raps 'criminal' leaks, 'dishonest' media, 'bad' judges	Feb 17, 2017 ... WASHINGTON (AP) Aggrieved and spoiling for a fight, Donald Trump used a marathon encounter with reporters Thursday to denounce the "criminal" leaks that took down his top nation.
https://www.apnews.com/75e4d661a17743768202f23cd05d7a9e	Georgia special election shapes up as referendum on Trump	Feb 14, 2017 ... ATLANTA (AP) The scramble to succeed Health Secretary Tom Price as Georgia congressman may quickly become a referendum on the popularity and agenda of Price's new boss, President Donald Trump, while offering a preview of 2018s midterm elections. Democrats are looking for an upset in the...
https://www.apnews.com/c7d4da746a444f13b22c5f89d8fe60a8	AP FACT CHECK: Trump's iffy grasp of autism research	Feb 15, 2017 ... WASHINGTON (AP) President Donald Trump has weighed in on child autism, apparently without a complete grasp of the research. Trump in the past has promoted debunked.
https://apnews.com/db103d448bf84ef2b5697ced09ce1faf	News conferences raise issue of Trump seeking softballs	Feb 14, 2017 ... NEW YORK (AP) President Donald Trump managed to avoid questions about hot-button issues facing the White House such as the future of national security adviser Michael Fl.
