Link	Title	Snippet
https://apnews.com/61415760238042f2ad7bc38acc2f468c	Trump dogged by insecurity over popular vote, media coverage	Jan 25, 2017 ... WASHINGTON (AP) Donald Trump holds the most powerful office in the world. But he's dogged by insecurity over his loss of the popular vote in the election and a persistent frustration that the legitimacy of his presidency is being challenged by Democrats and the media, aides and associates say.
https://www.apnews.com/1314fbdaa3cb4995a5e72ed7e77db88c	Official: Trump wants to slash EPA workforce, budget	Jan 26, 2017 ... WASHINGTON (AP) The former head of President Donald Trump's transition team at the Environmental Protection Agency said Thursday he expects the new administration to seek significant budget and staff cuts. Myron Ebell said in an interview with The Associated Press that Trump is likely to seek...
https://apnews.com/5144920106704992a9ad324ff98ded8d	The Latest: Trump expected to shift toward economy	Jan 26, 2017 ... WASHINGTON (AP) The Latest on President Donald Trump (all times local): 11:50 p.m. President Donald Trump is expected to turn back to the economy Thu.
https://apnews.com/f5391f05a3174e609943b8af7569c1a1	Putin consults his Security Council before talking to Trump	Jan 27, 2017 ... MOSCOW (AP) Russian President Vladimir Putin conferred with his top officials Friday about relations with Washington a day before a scheduled call with U.S. President Donald Tru.
https://www.apnews.com/16c8ee06513e4e76ba14b473653a7c9e	Rebuking Obama, Trump boosts Keystone XL, Dakota pipelines	Jan 24, 2017 ... WASHINGTON (AP) President Donald Trump moved swiftly Tuesday to advance the controversial Keystone XL and Dakota Access oil pipelines, signing executive actions to aggressively overhaul America's energy policy and deal a sharp blow to Barack Obama's legacy on climate change. Obama had...
https://apnews.com/04debf9ba2294f03b9f2318b109e39d7	A look at President Donald Trump's immigration actions	Jan 25, 2017 ... WASHINGTON (AP) President Donald Trump began rolling out a series of measures on immigration on Wednesday, signing executive actions calling for construction of a border wall an.
https://www.apnews.com/55d484c19c28463e95c3b7c674d20bab	The Latest: Trump vows to 'send in the Feds' to help Chicago	Jan 25, 2017 ... WASHINGTON (AP) The Latest on President Donald Trump (all times local):. 10 p.m.. President Donald Trump is offering to send in the Feds if Chicago can't reduce its homicide figures. Trump tweeted Tuesday night, If Chicago doesn't fix the horrible 'carnage' going on, 228 shootings in 2017 with 42...
https://www.apnews.com/8f4ef427f1604017bb3e9d1c242671d2	Lawmaker: NY should boycott firms working on Trump wall	Jan 26, 2017 ... ALBANY, N.Y. (AP) Donald Trump's home state would no longer do business with companies working on the Republican president's border wall under a proposal announced Thursday by Democratic New York legislator. Assemblywoman Nily Rozic's bill would prevent the state from signing contracts or...
https://www.apnews.com/c5016e9f04d34e36b520809ff296ef2b	FACT CHECK: White House spokesman gets election facts wrong	Jan 25, 2017 ... WASHINGTON (AP) President Donald Trump's press secretary on Tuesday mischaracterized the election results and the findings of a study that purported to show significant voting in the past by non-citizens. Statements by Sean Spicer and how they compare with the facts: SPICER: He won...
https://www.apnews.com/125bbe2aa7684d6d9fa461c7248c7b66	In Trump's White House, a day of confusion and change	Jan 27, 2017 ... WASHINGTON (AP) A meeting with lawmakers vanished from the White House schedule. A ceremonial executive order signing was abruptly canceled. A statement about how a signature campaign promise will be paid for was walked back. The first days of any new president's term are disorderly, as a...
