Link	Title	Snippet
https://apnews.com/08f337d944694506875346d6011a982e	Trump credits troops, and himself, for military advances	Nov 24, 2017 ... PALM BEACH, Fla. (AP) President Donald Trump thanked U.S. troops for their service on Thursday, assuring them we're really winning against America's foes as he celebrated Thanksgiving at his private club in Florida and provided lunch for Coast Guard men and women on duty for the holiday.
https://www.apnews.com/548579a1545942548e1702eaca5a15ac	Trump calls father of freed UCLA player an 'ungrateful fool'	Nov 22, 2017 ... PALM BEACH, Fla. (AP) President Donald Trump started off his first day of Thanksgiving vacation Wednesday by resuming his taunts of the father of a UCLA basketball player detained for shoplifting in China, calling him an ungrateful fool. In a series of tweets fired off before dawn, the president...
https://www.apnews.com/95acb420a33046ffb369dda0483170ee	Trump all but endorses GOP's Moore despite sex accusations	Nov 22, 2017 ... WASHINGTON (AP) Silent for more than a week, President Donald Trump all but endorsed embattled Alabama Republican Senate nominee Roy Moore on Tuesday, discounting the sexual assault allegations against him and insisting repeatedly that voters must not support Moore's liberal rival.
https://www.apnews.com/d9d6450826504e64b3b005d83cec90d3	Pro-Roy Moore group fundraises off Trump's near endorsement	Nov 22, 2017 ... WASHINGTON (AP) A political action committee supporting Senate candidate Roy Moore is fundraising off President Donald Trump's near-endorsement of the Alabama Republican, who is facing new allegations of decades-old sexual misconduct in the closing weeks of the campaign.
https://www.apnews.com/225b3c5f28c94b6687adca2a96209b50	Trump supporters confuse LeVar Burton with LaVar Ball online	Nov 24, 2017 ... LOS ANGELES (AP) President Donald Trump is feuding with LaVar Ball and LeVar Burton is taking the hit on Twitter. Burton is an actor best known for playing Lt. La.
https://www.apnews.com/24aad1e5d5dc4fe08b8b6df18e5615d5/Trump-wants-to-end-welfare-as-Bill-Clinton-knows-it	Trump wants to end welfare as Bill Clinton knows it	Nov 24, 2017 ... WASHINGTON (AP) Overhauling welfare was one of the defining goals of Bill Clinton's presidency, starting with a campaign promise to end welfare as we know it, continuing with a bitter policy fight and producing change that remains hotly debated 20 years later. Now, President Donald Trump wants to...
https://www.apnews.com/ef74dea6251a4297bf9c5462a10e20cc/Trump-denounces-attack-in-Egypt,-calls-again-for-travel-ban	Trump denounces attack in Egypt, calls again for travel ban	Nov 24, 2017 ... JUPITER, Fla. (AP) President Donald Trump on Friday denounced the deadly mosque attack in Egypt and reached out to its president, asserting the world must crush terrorists by military means and insisting the U.S. needs a southern border wall and the travel ban tied up in courts. Need the WALL...
https://apnews.com/cc89588a88c848fdac0b5f24c1fd1e3b	Bartiromo says comments about Trump taken out of context	Nov 20, 2017 ... NEW YORK (AP) Fox News' Maria Bartiromo said Monday she was taken wildly out of context with her on-air claim that there had been no sexual misconduct allegations against President Donald Trump. Bartiromo said Monday that she was aware of women more than a dozen who had made...
https://www.apnews.com/6b0e21bb875943808a3afc9dfad253a2/Trump-pardons-Thanksgiving-turkeys-Drumstick-and-Wishbone	Trump pardons Thanksgiving turkeys Drumstick and Wishbone	Nov 21, 2017 ... WASHINGTON (AP) President Donald Trump wielded his pardon power Tuesday to spare a pair of turkeys from the Thanksgiving roaster, joking that he would also let last year's turke.
https://www.apnews.com/275e69f075444cce91321b6886aec5c5	AP source: Flynn lawyers make a break with Trump team	Nov 24, 2017 ... WASHINGTON (AP) Lawyers for former national security adviser Michael Flynn have told President Donald Trump's legal team that they are no longer communicating with them about special counsel Robert Mueller's investigation into Russian election interference. The decision could be a sign that Flynn...
